species	scaffold	mixed_groups	genestring	charAcount	charBcount	m	mode	mean	bases_covered_mixing	scaffold_total_bases	percent_scaffold_mixing	m_percent_of_way_to_mode	p_value_unmixed	num_iterations
Sciliatum	NC_088643.1	ALG_10+ALG_74	BBAABBAABBBA	5	7	0.8275862068965516	0.8275862068965516	0.997330344827586	42693427	97974678	43.5759809284599	100.0	0.42731	100000
Sciliatum	NC_088646.1	ALG_10+ALG_75	BBBABBBBAA	3	7	0.6250000000000001	0.9375000000000002	1.0015218750000003	17112686	42331803	40.42512906903588	66.66666666666666	0.28114	100000
Sciliatum	NC_088643.1	ALG_11+ALG_12	AAAABBB	3	4	0.0	0.823529411764706	1.0015229411764706	0	97974678	0.0	0.0	0.05711	100000
Sciliatum	NC_088643.1	ALG_11+ALG_13	AAAABBBB	4	4	0.0	1.0	1.000306666666667	0	97974678	0.0	0.0	0.02853	100000
Sciliatum	NC_088643.1	ALG_11+ALG_15	ABABAAB	3	4	1.647058823529412	0.823529411764706	1.0009547058823531	11374566	97974678	11.609699804269834	100.0	0.97103	100000
Bmicroptera	NC_087077.1	ALG_11+ALG_17	ABABAABAABABAABB	7	9	1.4545454545454546	0.8727272727272727	0.9978952727272724	12649595	20932313	60.43094711989067	100.0	0.97527	100000
Sciliatum	NC_088645.1	ALG_11+ALG_17	AAABBB	3	3	0.0	1.0	0.9993	0	46714003	0.0	0.0	0.10082	100000
Nvectensis	NC_064045.1	ALG_11+ALG_17	ABBBAAABAAABBAAB	7	9	0.8727272727272727	0.8727272727272727	1.0021003636363637	7120851	16388311	43.45079245811237	100.0	0.42496	100000
Hsymbiolongicarpus	NC_079881.1	ALG_11+ALG_17	BAAABBAAABBBBAA	8	7	0.6185567010309279	0.9278350515463918	1.0001721649484538	12418775	33314500	37.27738672349878	66.66666666666666	0.14862	100000
Davara	NC_089274.1	ALG_11+ALG_17	AAABBABBABAAABBA	7	9	1.018181818181818	0.8727272727272727	0.9999592727272726	27833545	50264139	55.37455839042622	100.0	0.62434	100000
Pverrucosa	NC_089319.1	ALG_11+ALG_17	AABABBABBAAAABAB	9	7	1.1636363636363636	0.8727272727272727	0.999424	21343288	23802514	89.66820899674714	100.0	0.80606	100000
Acrassa	OZ181680.1	ALG_11+ALG_17	ABAABABAABBBBAAA	7	9	1.018181818181818	1.018181818181818	1.000055272727273	2812543	7346761	38.28276161426784	100.0	0.62552	100000
Hpanicea	NC_087393.1	ALG_11+ALG_17	AABBAABAAABBBAA	9	6	0.8064516129032259	0.9677419354838712	1.0000064516129037	4114124	5741248	71.65905391998395	83.33333333333333	0.34229	100000
Ccandelabrum	NC_085093.1	ALG_11+ALG_17	ABAABAAABABABBBA	9	7	1.309090909090909	1.018181818181818	1.0014370909090908	4376669	8569238	51.07419119412951	100.0	0.91445	100000
Mleidyi	CM108485.1	ALG_11+ALG_17	BBAAABAABAABBBAA	7	9	0.8727272727272727	0.8727272727272727	0.9996087272727272	7871456	17080198	46.08527371872387	100.0	0.42748	100000
Olobularis	NC_089176.1	ALG_11+ALG_17	BAABABBBABAAAAB	7	8	1.0824742268041236	0.9278350515463918	1.0003376288659795	3414936	4122402	82.83850046647562	100.0	0.7052	100000
Davara	NC_089274.1	ALG_11+ALG_18	BBBBBBBAAAAAAAAA	7	9	0.0	1.018181818181818	0.9997265454545454	0	50264139	0.0	0.0	0.00017	100000
Davara	NC_089274.1	ALG_11+ALG_19	BBBBBBAAAAAAAAA	6	9	0.0	0.9677419354838712	0.9991322580645162	0	50264139	0.0	0.0	0.00042	100000
Sciliatum	NC_088643.1	ALG_11+ALG_21	AAAABBBB	4	4	0.0	1.3333333333333333	1.0000233333333337	0	97974678	0.0	0.0	0.02833	100000
Mleidyi	CM108485.1	ALG_11+ALG_24	BABBAAABABAAAAB	6	9	1.1290322580645162	0.9677419354838712	0.999977419354839	9513501	17080198	55.69900887565823	100.0	0.76131	100000
Bmicroptera	NC_087077.1	ALG_11+ALG_24	AAAAAABBABBAABB	6	9	0.6451612903225807	0.9677419354838712	0.9993354838709678	9481538	20932313	45.296179165675575	66.66666666666666	0.17555	100000
Cowczarzaki	NW_011887308.1	ALG_11+ALG_29	ABABABAAAAAABB	5	9	1.1052631578947367	1.1052631578947367	0.9990510526315788	550371	792875	69.41459877029797	100.0	0.73532	100000
Sciliatum	NC_088643.1	ALG_11+ALG_30	ABAAABB	3	4	0.823529411764706	0.823529411764706	1.0002258823529413	10629116	97974678	10.848839942091976	100.0	0.54321	100000
Dpulex	NC_060018.1	ALG_11+ALG_31	BBAAAB	3	3	0.5	1.0	0.99847	1601500	13352584	11.993933159304596	50.0	0.3014	100000
Davara	NC_089274.1	ALG_11+ALG_33	BBBBBAAAAAAAAA	5	9	0.0	1.1052631578947367	0.9995999999999998	0	50264139	0.0	0.0	0.00112	100000
Sciliatum	NC_088643.1	ALG_11+ALG_34	ABBAAABB	4	4	0.6666666666666666	1.3333333333333333	1.0016866666666666	11077225	97974678	11.306212203116402	50.0	0.36933	100000
Davara	NC_089274.1	ALG_11+ALG_36	BBBBAAAAAAAAA	4	9	0.0	1.1016949152542372	1.0005769491525422	0	50264139	0.0	0.0	0.00249	100000
Sciliatum	NC_088643.1	ALG_11+ALG_40	AABABAB	3	4	1.647058823529412	0.823529411764706	0.9987723529411764	9840792	97974678	10.044219793200035	100.0	0.97251	100000
Bmicroptera	NC_087077.1	ALG_11+ALG_42	AABBAAAAAAABBB	5	9	0.3684210526315789	1.1052631578947367	1.0018621052631578	11820180	20932313	56.46858041918254	33.333333333333336	0.03926	100000
Sciliatum	NC_088643.1	ALG_11+ALG_42	BAAAABB	4	3	0.411764705882353	0.823529411764706	0.997878823529412	19884048	97974678	20.29508890041976	50.0	0.2009	100000
Mleidyi	CM108485.1	ALG_11+ALG_42	BBBAAAAAAAAA	3	9	0.0	0.8571428571428571	0.9997885714285716	0	17080198	0.0	0.0	0.00928	100000
Mleidyi	CM108485.1	ALG_11+ALG_43	BABAAAAAABBAAB	5	9	0.9210526315789472	0.9210526315789472	0.9996386842105264	9513501	17080198	55.69900887565823	100.0	0.51098	100000
Bmicroptera	NC_087077.1	ALG_11+ALG_43	AAAAAAABBBBABA	5	9	0.5526315789473684	1.1052631578947367	1.0004602631578947	4699708	20932313	22.451928747673517	50.0	0.11916	100000
Sciliatum	NC_088643.1	ALG_11+ALG_46	AABAABBBBBB	7	4	0.4888888888888889	0.9777777777777776	0.9995137777777776	6526627	97974678	6.6615447309763045	50.0	0.14244	100000
Mleidyi	CM108485.1	ALG_11+ALG_48	BABBBABABABABABABABAB	12	9	1.830769230769231	1.076923076923077	0.9990443076923076	9513501	17080198	55.69900887565823	100.0	1.0	100000
Harmigera	NC_087130.1	ALG_11+ALG_48	ABBABAABAB	5	5	1.5	1.0	0.99991	5205199	12843161	40.52895544951901	100.0	0.96042	100000
Davara	NC_089274.1	ALG_11+ALG_48	ABBAABBBABBABABABABAB	12	9	1.507692307692308	1.076923076923077	0.9992973846153844	29093797	50264139	57.88181709429063	100.0	0.99331	100000
Olobularis	NC_089176.1	ALG_11+ALG_48	ABBAABBABAABBAABB	9	8	1.0708661417322831	1.0708661417322831	0.9999386614173228	3414936	4122402	82.83850046647562	100.0	0.70286	100000
Sciliatum	NC_088645.1	ALG_11+ALG_48	ABABABB	4	3	1.647058823529412	0.823529411764706	0.9994641176470588	4105303	46714003	8.788163583412024	100.0	0.97131	100000
Hsymbiolongicarpus	NC_079881.1	ALG_11+ALG_48	BABABBABABBAABABAB	8	10	1.647887323943662	1.0140845070422535	0.9995615492957746	14175804	33314500	42.55145357126776	100.0	0.99813	100000
Acrassa	OZ181680.1	ALG_11+ALG_48	ABBAABBABBAABABABABB	11	9	1.348314606741573	0.898876404494382	0.9997157303370788	6823232	7346761	92.87401618209712	100.0	0.95524	100000
Sciliatum	NC_088643.1	ALG_11+ALG_48	ABBABAAB	4	4	1.3333333333333333	0.6666666666666666	1.0016433333333332	19884048	97974678	20.29508890041976	100.0	0.88444	100000
Nvectensis	NC_064045.1	ALG_11+ALG_48	ABBAABBABBAABBBABABAB	12	9	1.2923076923076924	1.076923076923077	0.9989775384615384	9928539	16388311	60.58305215223216	100.0	0.9315	100000
Pverrucosa	NC_089319.1	ALG_11+ALG_48	ABBAABBABBBAABBABABAB	9	12	1.2923076923076924	1.076923076923077	1.000136307692308	21383017	23802514	89.83511993733099	100.0	0.9317	100000
Hpanicea	NC_087393.1	ALG_11+ALG_48	ABBAABBBABBAABBABABAB	9	12	1.2923076923076924	1.076923076923077	1.0006736923076924	5683029	5741248	98.9859521832187	100.0	0.93188	100000
Dpulex	NC_060018.1	ALG_11+ALG_48	ABABAB	3	3	2.0	1.0	0.99936	1601500	13352584	11.993933159304596	100.0	1.0	100000
Bmicroptera	NC_087077.1	ALG_11+ALG_48	ABBABBAABBAABBBABABAB	12	9	1.2923076923076924	1.076923076923077	1.000175076923077	12762264	20932313	60.96920106249127	100.0	0.93042	100000
Ccandelabrum	NC_085093.1	ALG_11+ALG_48	ABBAABBABAABBAABAB	9	9	1.25	1.0	0.999985	6752923	8569238	78.80424140396147	100.0	0.88946	100000
Cowczarzaki	NW_011887308.1	ALG_11+ALG_48	ABBABBAABBBAABBABABAB	12	9	1.2923076923076924	1.076923076923077	1.000233230769231	555571	792875	70.07043985495822	100.0	0.93155	100000
Dpulex	NC_060018.1	ALG_11+ALG_49	BBBAAA	3	3	0.0	1.0	1.000325	0	13352584	0.0	0.0	0.09954	100000
Sciliatum	NC_088643.1	ALG_11+ALG_49	AAAABBB	3	4	0.0	0.823529411764706	1.0006129411764708	0	97974678	0.0	0.0	0.05668	100000
Harmigera	NC_087130.1	ALG_11+ALG_50	ABABBAABBA	5	5	1.25	1.0	1.0014175	2824346	12843161	21.991050334103885	100.0	0.83331	100000
Sciliatum	NC_088643.1	ALG_11+ALG_50	BBABAABBBAB	4	7	1.2222222222222223	0.9777777777777776	1.001251777777778	19884048	97974678	20.29508890041976	100.0	0.83194	100000
Sciliatum	NC_088643.1	ALG_11+ALG_53	AAAABBBBB	5	4	0.0	1.161290322580645	1.0003412903225806	0	97974678	0.0	0.0	0.01593	100000
Sciliatum	NC_088643.1	ALG_11+ALG_54	ABABAAB	3	4	1.647058823529412	0.823529411764706	0.9987435294117648	11374566	97974678	11.609699804269834	100.0	0.97174	100000
Sciliatum	NC_088643.1	ALG_11+ALG_55	AAAABBB	3	4	0.0	0.823529411764706	0.9990482352941178	0	97974678	0.0	0.0	0.05755	100000
Davara	NC_089274.1	ALG_11+ALG_57	BBBBBBBAAAAAAAAA	7	9	0.0	1.018181818181818	0.99976	0	50264139	0.0	0.0	0.00019	100000
Davara	NC_089274.1	ALG_11+ALG_58	BBBBBBAAABAAAAAA	7	9	0.2909090909090909	1.018181818181818	1.0012407272727273	4663708	50264139	9.278400252712974	28.571428571428577	0.00927	100000
Sciliatum	NC_088643.1	ALG_11+ALG_59	AAAABBB	3	4	0.0	0.823529411764706	1.0006211764705883	0	97974678	0.0	0.0	0.05652	100000
Pverrucosa	NC_089319.1	ALG_11+ALG_60	AABABBABBAAAABAB	9	7	1.1636363636363636	1.018181818181818	1.0008654545454545	21343288	23802514	89.66820899674714	100.0	0.80487	100000
Davara	NC_089274.1	ALG_11+ALG_60	AAABBABBABAAABBA	7	9	1.018181818181818	1.018181818181818	1.0000843636363637	27833545	50264139	55.37455839042622	100.0	0.62159	100000
Olobularis	NC_089176.1	ALG_11+ALG_60	BAABABBBABAAAAB	7	8	1.0824742268041236	0.9278350515463918	0.999541237113402	3414936	4122402	82.83850046647562	100.0	0.70419	100000
Ccandelabrum	NC_085093.1	ALG_11+ALG_60	ABAABAAABABABBBA	9	7	1.309090909090909	0.8727272727272727	0.9997236363636364	4376669	8569238	51.07419119412951	100.0	0.9165	100000
Nvectensis	NC_064045.1	ALG_11+ALG_60	ABBBAAABAAABBAAB	7	9	0.8727272727272727	1.018181818181818	0.9997570909090908	7120851	16388311	43.45079245811237	85.71428571428572	0.42625	100000
Bmicroptera	NC_087077.1	ALG_11+ALG_60	ABABAABAABABAABB	7	9	1.4545454545454546	1.018181818181818	0.998802909090909	12649595	20932313	60.43094711989067	100.0	0.97483	100000
Sciliatum	NC_088645.1	ALG_11+ALG_60	AAABBB	3	3	0.0	1.0	1.002175	0	46714003	0.0	0.0	0.09927	100000
Mleidyi	CM108485.1	ALG_11+ALG_60	BBAAABAABAABBBAA	7	9	0.8727272727272727	1.018181818181818	1.001346909090909	7871456	17080198	46.08527371872387	85.71428571428572	0.42411	100000
Hsymbiolongicarpus	NC_079881.1	ALG_11+ALG_60	BAAABBAAABBBBAA	8	7	0.6185567010309279	0.9278350515463918	1.0001659793814432	12418775	33314500	37.27738672349878	66.66666666666666	0.1488	100000
Acrassa	OZ181680.1	ALG_11+ALG_60	ABAABABAABBBBAAA	7	9	1.018181818181818	0.8727272727272727	1.000202181818182	2812543	7346761	38.28276161426784	100.0	0.62248	100000
Hpanicea	NC_087393.1	ALG_11+ALG_60	AABBAABAAABBBAA	9	6	0.8064516129032259	0.9677419354838712	0.9998693548387096	4114124	5741248	71.65905391998395	83.33333333333333	0.34131	100000
Mleidyi	CM108485.1	ALG_11+ALG_62	BABBAAABABAAAAB	6	9	1.1290322580645162	0.9677419354838712	1.0004145161290323	9513501	17080198	55.69900887565823	100.0	0.76311	100000
Bmicroptera	NC_087077.1	ALG_11+ALG_62	AAAAAABBABBAABB	6	9	0.6451612903225807	0.9677419354838712	1.0009596774193548	9481538	20932313	45.296179165675575	66.66666666666666	0.17418	100000
Sciliatum	NC_088643.1	ALG_11+ALG_65	ABAAABB	3	4	0.823529411764706	0.823529411764706	1.0035735294117647	10629116	97974678	10.848839942091976	100.0	0.54055	100000
Sciliatum	NC_088643.1	ALG_11+ALG_66	AAAABBBB	4	4	0.0	0.6666666666666666	1.0002666666666666	0	97974678	0.0	0.0	0.02866	100000
Bmicroptera	NC_087077.1	ALG_11+ALG_68	AABBAAAAAAABBBB	6	9	0.3225806451612903	0.9677419354838712	1.0005516129032257	11820180	20932313	56.46858041918254	33.33333333333333	0.01901	100000
Sciliatum	NC_088643.1	ALG_11+ALG_68	BAAAABBB	4	4	0.3333333333333333	1.0	0.99989	19884048	97974678	20.29508890041976	33.33333333333333	0.11446	100000
Mleidyi	CM108485.1	ALG_11+ALG_68	BBBAAAAAAAAAB	4	9	0.2203389830508474	1.1016949152542372	0.997983559322034	9513501	17080198	55.69900887565823	20.0	0.01828	100000
Sciliatum	NC_088643.1	ALG_11+ALG_72	BBABBAABBBAB	4	8	1.153846153846154	1.153846153846154	0.9980792307692308	19884048	97974678	20.29508890041976	100.0	0.78778	100000
Sciliatum	NC_088643.1	ALG_11+ALG_74	AABAABBBBBB	7	4	0.4888888888888889	0.9777777777777776	0.998597111111111	6526627	97974678	6.6615447309763045	50.0	0.14247	100000
Sciliatum	NC_088643.1	ALG_12+ALG_13	BBABABA	3	4	1.647058823529412	0.823529411764706	1.0005429411764706	38344246	97974678	39.13689412686817	100.0	0.97184	100000
Hsymbiolongicarpus	NC_079879.1	ALG_12+ALG_13	BABAABABABABAB	7	7	1.8333333333333333	1.0	1.0000366666666665	15680066	35016489	44.77909250124991	100.0	0.99937	100000
Sciliatum	NC_088643.1	ALG_12+ALG_15	BBAABA	3	3	1.0	1.0	1.000235	38758314	97974678	39.55952169600394	100.0	0.7	100000
Ccandelabrum	NC_085085.1	ALG_12+ALG_16	AAAAAAAABBBBBBB	8	7	0.0	0.9278350515463918	0.998973711340206	0	16577688	0.0	0.0	0.00033	100000
Hpanicea	NC_087378.1	ALG_12+ALG_19	AAAAAAABBBABBB	8	6	0.3414634146341463	1.024390243902439	0.9992978048780488	2704708	8642571	31.295178251934523	33.333333333333336	0.02769	100000
Ccandelabrum	NC_085085.1	ALG_12+ALG_20	AAAAAAAABBBBBB	8	6	0.0	1.024390243902439	1.0007131707317076	0	16577688	0.0	0.0	0.00057	100000
Davara	NC_089281.1	ALG_12+ALG_21	AABBBBBAAAAAAB	6	8	0.3414634146341463	1.024390243902439	0.9991731707317076	5243988	30661186	17.103017476232	33.333333333333336	0.0286	100000
Bmicroptera	NC_087072.1	ALG_12+ALG_21	AAABAAABBBBAAB	6	8	0.6829268292682927	1.024390243902439	0.9997229268292682	14368875	26206493	54.82944627501284	66.66666666666667	0.22743	100000
Acrassa	OZ181687.1	ALG_12+ALG_21	BABBBAAAAAABA	5	8	0.7761194029850745	0.9701492537313432	0.9990228358208956	1894495	6462391	29.315697549095997	80.0	0.34978	100000
Sciliatum	NC_088643.1	ALG_12+ALG_21	ABBBAAB	4	3	0.823529411764706	0.823529411764706	0.9994764705882354	33372267	97974678	34.0621349120433	100.0	0.54384	100000
Nvectensis	NC_064039.1	ALG_12+ALG_21	AAABAABABABBAB	6	8	1.3658536585365857	1.024390243902439	1.0004639024390245	10211463	18096078	56.42915000697941	100.0	0.9365	100000
Hsymbiolongicarpus	NC_079879.1	ALG_12+ALG_21	BABAAABABAABB	7	6	1.2816901408450705	1.0985915492957743	1.000432394366197	15680066	35016489	44.77909250124991	100.0	0.87969	100000
Pverrucosa	NC_089312.1	ALG_12+ALG_21	BBAAAAAABBAABB	8	6	0.5121951219512195	1.024390243902439	1.0005800000000002	8375670	36597280	22.88604508313186	50.0	0.08585	100000
Ccandelabrum	NC_085085.1	ALG_12+ALG_21	BABBBABBAAAAAA	8	6	0.6829268292682927	1.024390243902439	1.0002624390243904	3794838	16577688	22.89123790965302	66.66666666666667	0.22535	100000
Mleidyi	CM108482.1	ALG_12+ALG_21	BBABAAAAAABBBA	6	8	0.6829268292682927	1.024390243902439	1.000436585365854	16279084	21511028	75.67785230905749	66.66666666666667	0.22611	100000
Hpanicea	NC_087378.1	ALG_12+ALG_21	AAAAABAABBABBB	8	6	0.6829268292682927	1.024390243902439	1.0001821951219512	5015217	8642571	58.02922533121221	66.66666666666667	0.22633	100000
Olobularis	NC_089177.1	ALG_12+ALG_21	BABBAAABAAAAB	5	8	0.9701492537313432	0.9701492537313432	1.00113	963668	4000095	24.091127835713905	100.0	0.57366	100000
Ccandelabrum	NC_085085.1	ALG_12+ALG_23	ABAAAAAAABBBBB	8	6	0.3414634146341463	1.024390243902439	0.9989614634146344	9263236	16577688	55.87773156305029	33.333333333333336	0.02796	100000
Davara	NC_089281.1	ALG_12+ALG_25	ABABBBAABBAAAA	6	8	0.853658536585366	1.024390243902439	1.001519024390244	3741145	30661186	12.201566501700228	83.33333333333334	0.4113	100000
Nvectensis	NC_064039.1	ALG_12+ALG_25	BBAABAAAABABBA	6	8	1.024390243902439	1.024390243902439	0.9995453658536586	9816608	18096078	54.24715786481469	100.0	0.64788	100000
Pverrucosa	NC_089312.1	ALG_12+ALG_25	BAAAAAAAABBBB	8	5	0.1940298507462686	0.9701492537313432	0.99957776119403	8375670	36597280	22.88604508313186	20.0	0.01011	100000
Hpanicea	NC_087378.1	ALG_12+ALG_25	AAAABAABBABABB	8	6	1.024390243902439	1.024390243902439	1.0002419512195124	5204050	8642571	60.21414229631438	100.0	0.64545	100000
Mleidyi	CM108482.1	ALG_12+ALG_25	BAAAABBBAAABBA	6	8	0.6829268292682927	1.024390243902439	1.0003751219512196	15034055	21511028	69.88998852123665	66.66666666666667	0.22709	100000
Acrassa	OZ181687.1	ALG_12+ALG_25	BAAAAAAABBABB	5	8	0.582089552238806	0.9701492537313432	0.9990674626865672	2180538	6462391	33.74196949704839	60.00000000000001	0.15236	100000
Hsymbiolongicarpus	NC_079879.1	ALG_12+ALG_25	AAABBAAABA	7	3	0.9375000000000002	0.9375000000000002	1.0011187500000005	8813222	35016489	25.168776915355508	100.0	0.58028	100000
Olobularis	NC_089177.1	ALG_12+ALG_25	BAAAABBBAABAAB	6	8	0.853658536585366	1.024390243902439	0.9988470731707318	963668	4000095	24.091127835713905	83.33333333333334	0.41381	100000
Ccandelabrum	NC_085085.1	ALG_12+ALG_25	AABBBBABAAAAAB	8	6	0.6829268292682927	1.024390243902439	1.000361463414634	7835780	16577688	47.26702541391779	66.66666666666667	0.22448	100000
Sciliatum	NC_088646.1	ALG_12+ALG_25	ABBABBA	4	3	1.2352941176470589	0.823529411764706	1.0012388235294118	17329953	42331803	40.93837675659598	100.0	0.79884	100000
Bmicroptera	NC_087072.1	ALG_12+ALG_25	AABABBABAABBAA	6	8	1.1951219512195124	1.024390243902439	0.9981556097560976	14958015	26206493	57.07751510284111	100.0	0.8222	100000
Hsymbiolongicarpus	NC_079879.1	ALG_12+ALG_26	BAAABAABABAB	7	5	1.4482758620689653	0.8275862068965516	1.000733793103448	15680066	35016489	44.77909250124991	100.0	0.95333	100000
Davara	NC_089281.1	ALG_12+ALG_27	BBBBBAAAAAAAA	5	8	0.0	0.9701492537313432	0.9996476119402984	0	30661186	0.0	0.0	0.00136	100000
Cowczarzaki	NW_011887299.1	ALG_12+ALG_27	AAAAAABAABBBB	5	8	0.3880597014925372	0.9701492537313432	0.998685223880597	33242	1511883	2.198715112214371	40.0	0.05362	100000
Mleidyi	CM108482.1	ALG_12+ALG_28	AABABABBAAABA	5	8	1.3582089552238803	0.9701492537313432	1.0001676119402982	9508819	21511028	44.20439134754509	100.0	0.92904	100000
Sciliatum	NC_088646.1	ALG_12+ALG_28	ABBBAA	3	3	0.5	1.0	0.99872	11576828	42331803	27.347826408433395	50.0	0.29901	100000
Hpanicea	NC_087378.1	ALG_12+ALG_28	AAAAAAABABBBB	8	5	0.3880597014925372	0.9701492537313432	0.99892	2089607	8642571	24.17807154838531	40.0	0.05439	100000
Bmicroptera	NC_087072.1	ALG_12+ALG_28	AABBABABAABAA	5	8	1.3582089552238803	0.9701492537313432	0.9998455223880596	12733368	26206493	48.5885997794516	100.0	0.9303	100000
Hsymbiolongicarpus	NC_079879.1	ALG_12+ALG_29	BBAAAAABABAB	7	5	1.0344827586206895	1.0344827586206895	1.000324137931034	15680066	35016489	44.77909250124991	100.0	0.6516	100000
Sciliatum	NC_088643.1	ALG_12+ALG_30	BABABA	3	3	2.0	1.0	1.00096	37003395	97974678	37.768325199292825	100.0	1.0	100000
Ccandelabrum	NC_085085.1	ALG_12+ALG_32	AAAAAAAABBBBB	8	5	0.0	0.9701492537313432	0.9988850746268656	0	16577688	0.0	0.0	0.00146	100000
Hpanicea	NC_087378.1	ALG_12+ALG_33	AAAAABBBAAABB	8	5	0.3880597014925372	0.9701492537313432	1.0003907462686568	4974573	8642571	57.55894860452984	40.0	0.05357	100000
Sciliatum	NC_088646.1	ALG_12+ALG_33	BBAABA	3	3	1.0	1.0	0.99834	29001066	42331803	68.50893168901877	100.0	0.70182	100000
Sciliatum	NC_088643.1	ALG_12+ALG_34	BBBBAAA	3	4	0.0	0.823529411764706	1.000065294117647	0	97974678	0.0	0.0	0.05722	100000
Ccandelabrum	NC_085085.1	ALG_12+ALG_35	AAAAAAAABBBBB	8	5	0.0	0.9701492537313432	1.0006643283582088	0	16577688	0.0	0.0	0.00159	100000
Bmicroptera	NC_087072.1	ALG_12+ALG_36	ABAABABAABAAB	5	8	1.552238805970149	0.9701492537313432	1.000060895522388	18216532	26206493	69.5115214385992	100.0	0.98369	100000
Mleidyi	CM108482.1	ALG_12+ALG_36	BABAAABAABABA	5	8	1.552238805970149	0.9701492537313432	1.001774179104478	15199537	21511028	70.65927765051488	100.0	0.98335	100000
Sciliatum	NC_088643.1	ALG_12+ALG_40	BBBAAA	3	3	0.0	1.0	0.999745	0	97974678	0.0	0.0	0.10083	100000
Davara	NC_089281.1	ALG_12+ALG_42	BBBBBAAAAAAAA	5	8	0.0	0.9701492537313432	1.0003325373134329	0	30661186	0.0	0.0	0.0016	100000
Sciliatum	NC_088643.1	ALG_12+ALG_42	BABAAB	3	3	1.5	1.0	0.999025	39943843	97974678	40.76955782391038	100.0	0.90104	100000
Hpanicea	NC_087378.1	ALG_12+ALG_44	AAAABABABABA	8	4	1.6153846153846154	1.153846153846154	0.9990092307692308	2147079	8642571	24.8430588536675	100.0	1.0	100000
Olobularis	NC_089177.1	ALG_12+ALG_44	BAAAAAAABBA	3	8	0.5945945945945946	0.891891891891892	0.9995016216216216	839637	4000095	20.99042647737116	66.66666666666666	0.23629	100000
Mleidyi	CM108482.1	ALG_12+ALG_44	BBAAAAAAABBA	4	8	0.4615384615384615	1.153846153846154	0.998626153846154	15956065	21511028	74.17620859402906	40.0	0.11	100000
Ccandelabrum	NC_085085.1	ALG_12+ALG_44	BABAABBAAAAAB	8	5	0.9701492537313432	0.9701492537313432	1.000516865671642	9590547	16577688	57.85213836814881	100.0	0.57552	100000
Acrassa	OZ181687.1	ALG_12+ALG_44	ABAAABAABBAAB	5	8	1.164179104477612	0.9701492537313432	0.999046119402985	1739770	6462391	26.92145987452632	100.0	0.79355	100000
Hsymbiolongicarpus	NC_079879.1	ALG_12+ALG_44	BABAAAABBAAB	7	5	1.0344827586206895	1.0344827586206895	0.9982613793103446	15680066	35016489	44.77909250124991	100.0	0.65341	100000
Bmicroptera	NC_087072.1	ALG_12+ALG_44	AAABBAAABBBAA	5	8	0.582089552238806	0.9701492537313432	1.000072537313433	13493335	26206493	51.48851851333179	60.00000000000001	0.15165	100000
Nvectensis	NC_064039.1	ALG_12+ALG_44	AAAABABBABAAB	5	8	1.164179104477612	0.9701492537313432	1.0015782089552236	8853814	18096078	48.92670113380369	100.0	0.79021	100000
Davara	NC_089281.1	ALG_12+ALG_44	BABBABBAAAAAA	5	8	0.7761194029850745	0.9701492537313432	1.0015510447761196	5683189	30661186	18.535450650865236	80.0	0.34512	100000
Pverrucosa	NC_089312.1	ALG_12+ALG_44	BAAAABAAAABBB	8	5	0.582089552238806	0.9701492537313432	0.9975171641791044	8375670	36597280	22.88604508313186	60.00000000000001	0.15356	100000
Sciliatum	NC_088646.1	ALG_12+ALG_44	ABBABA	3	3	1.5	1.0	0.999415	7868114	42331803	18.58676796733652	100.0	0.90083	100000
Pverrucosa	NC_089312.1	ALG_12+ALG_45	AAAAAAAABBBBB	8	5	0.0	0.9701492537313432	1.000685671641791	0	36597280	0.0	0.0	0.00175	100000
Sciliatum	NC_088643.1	ALG_12+ALG_46	BBABBABABB	3	7	1.5625000000000004	0.9375000000000002	1.0008843750000005	39943843	97974678	40.76955782391038	100.0	1.0	100000
Sciliatum	NC_088646.1	ALG_12+ALG_46	BBBABBBBAA	3	7	0.6250000000000001	0.9375000000000002	0.9982312500000002	17036831	42331803	40.245937551963	66.66666666666666	0.285	100000
